Judul;Views;Like;Kategori
Seniman Betawi Benyamin Sueb Jadi Google Doodle Hari Ini;8;0;Entertaintment
Foto Seksi Revina VT Malah Disebut Polusi Visual;17;0;Entertaintment
Sidang Umum ke-75 PBB BTS Diundang Berpidato untuk Anak Muda;11;0;Entertaintment
Sandra Dewi Ketakutan Nggak Bisa Makan karena Suami Beramal di Luar Logika;20;0;Entertaintment
Jelang Akhir Masa Jabatan, Pasha Luncurkan Album Solo di Atas Langit;9;0;Entertaintment
Istri Gerebek Eko Patrio Saat Jalan Sama Cewek di Mal?;22;0;Entertaintment
Fans Beratnya Meninggal Dunia, Anne Avantie Berduka;152;2;Entertaintment
Jessica Iskandar Menuju Pensiun Jadi Artis, Ini Sumber Pemasukannya;24;2;Entertaintment
Nek Suratmi Ditemukan Tewas di Tengah Hutan Jepara Setelah 3 Hari Hilang;12;0;Jateng-DIY
Terendam Banjir Pabrik Aqua Tutup Sementara;23;2;Ekonomi
Huawei Bakal PHK Pekerja dan Stop Investasi di Australia;15;0;Ekonomi
Michael Lonsdale Penjahat James Bond Meninggal di Usia 89;12;2;Entertaintment
Corona Tembus 4.000 Sehari, IDI Khawatir Kapasitas Kesehatan Tak Cukup;20;2;Nasional
Ratusan Buruh Pabrik Turun ke Jalan Protes PHK Sepihak;51;9;Jateng-DIY
Pilkada Harus Ditunda, Ini Alasannya Menurut Pusat Studi Hukum FH UII;16;0;Jateng-DIY
Jumlah Kasus Baru Corona di Boyolali Turun, Sempat Zona Merah Kini Oranye;12;0;Jateng-DIY
Raden Rangga dan 2 Petinggi Sunda Empire Dituntut 4 Tahun Penjara;23;2;Nasional
Sultan Minta Kabupaten ? Kota Tak Segan Beri Sanksi Pelanggar Prokes;13;2;Jateng-DIY
Timses Pilih Megawati dan Puan Jadi Jurkam Gibran ? Teguh di Pilkada Solo;11;0;Jateng-DIY
MAKI Mohonkan Penetapan Tersangka atas AIJ karena Diduga Halangi Penyidikan;19;2;Nasional
Klaster Bawaslu Boyolali Dinyatakan Berhenti, 103 Panwas Sembuh Corona;80;2;Jateng-DIY
Mendagri Larang Keras Kerumunan Massa Saat Penetapan Paslon Pilkada Besok;15;2;Nasional
Kasus Corona di RI Tambah 4.071 pada 22 September Jadi 252.923;13;0;Nasional
Ini Alasan Jokowi Tidak Menunda Pilkada;18;0;Nasional
2 Pekan Bakal Cabup Purbalingga Dirawat di RS Jakarta;19;0;Nasional
Guru Besar Epidemiologi di Bali Meninggal karena Corona;23;0;Nasional
Ilham Saputra Jadi Plh Ketua KPU Gantikan Arief Budiman;10;0;Nasional
FAKI Gabung Halim-Joko;32;0;Jateng-DIY
Tom Cruise Bakal Syuting di Luar Angkasa Oktober 2021;9;0;Entertaintment
Ketua KPU Arief Budiman Dirujuk ke RSPAD;40;2;Nasional
Dalam Sepekan Kasus Kematian Corona di RI Naik 18,9%;16;2;Nasional
1.392 Pedagang Pasar Terinfeksi Corona;17;0;Nasional
Polisi Angkat Bicara Soal Kabar Massa Pesilat Akan Turun ke Jalan di Solo;17;0;Nasional
Noah Ultah, Ini Ungkapan BCL Menyentuh Hati;17;0;Entertaintment
Hana Hanifah Kini Jualan Bandeng Usai Ditangkap Kasus Dugaan Prostitusi;12;0;Entertaintment
Bukan Covid, Timses: Bacabup Purbalingga Oji Dirawat di RS karena Kecapekan;18;0;Jateng-DIY
Polisi Tetapkan Pelaku Pelecehan di Bandara Soekarno-Hatta Jadi Tersangka;14;2;Nasional
Satgas Sebut Zona Merah Covid-19 Bertambah 17 Kabupaten dan Kota;19;0;Nasional
Secepat Itukah Jose Mourinho Akan Dipecat?;11;0;sport
Polisi Selidiki Viral Pejalan Kaki Dibegal di Kemayoran;19;0;Nasional
Shopee Liga 1 2020: PR PT LIB Sebelum Kompetisi Jalan Lagi;20;2;sport
KAI Tambah Stasiun yang Layani Rapid Test, Ini Daftarnya;14;0;Nasional
Berbahasa Indonesia, Jokowi Pidato di Sidang Umum PBB;17;0;Nasional
Sampoerna Foundation Angkat Bicara Soal Isu Ikut Sederhanakan Kurikulum-Usul Sejarah Dihapu;27;2;Nasional
Jokowi: 75 Tahun PBB, Dunia yang Kita Impikan Belum Tercapai;75;2;Nasional
Labfor Polda Jateng Sebut Kebakaran Pasar Wage Purwokerto Akibat Korsleting Listrik;9;0;Jateng-DIY
Dikabarkan Meninggal Dunia, Elvy Sukaesih : Alhamdulillah Sehat;11;0;Entertaintment
Meggy Wulandari: Cerai dari Kiwil Kini Nikah Siri;22;0;Entertaintment
Gagal Maju Pilkada, Pasha: Ada Momentum Hilang;7;0;Entertaintment
Generasi Milenial Jangan Terkecoh Ekstrem Kanan/Kiri;18;0;Entertaintment
Dirut PDAM Kudus Didakwa Pungut Rp 720 Juta dari Calon Pegawai;25;0;Jateng-DIY
Tersengat Listrik Pekerja Serabutan di Rembang Tewas;58;4;Jateng-DIY
Gibran Tak Permasalahkan Pilkada Diundur;10;2;Jateng-DIY
Jeni Adik Ipar Ganjar Maju Lawan Jagoan PDIP di Pilkada Purbalingga;18;0;Jateng-DIY
Tukang Becak di Tegal Positif Corona Keluyuran Cari Penumpang;292;88;Jateng-DIY
Gibran Mengaku Tersanjung Mega-Puan Jadi Jurkamnya di Pilkada Solo;12;0;Jateng-DIY
Tukang Becak di Tegal Kena Corona Keluyuran, Tetangga Ngungsi;19;2;Jateng-DIY
22 Persen Listrik di Kudus Padam Gegara Jaringan Tertimpa Banyak Pohon Tumbang;13;0;Jateng-DIY
Kades di Banyumas Terlanjur Bagikan Ribuan Masker Scuba ke Warga;23;0;Jateng-DIY
Siasat Pinangki Sempat Sarankan Djoko Tjandra Ditahan Jaksa Dulu;19;0;Nasional
Cara Pinangki ?Cuci Uang? Rp 6 M Lebih Beli BMW hingga Sewa Apartemen;15;0;Nasional
Didakwa Terima Suap dari Djoko Tjandra, Pinangki Ajukan Eksepsi;10;2;Nasional
KPU Gunungkidul Tetapkan 4 Paslon di Pilkada Gunungkidul;22;2;Jateng-DIY
Pernikahan hingga Hiburan Malam Jadi Klaster Baru Corona di DKI;13;2;Nasional
3 Paslon Resmi Ditetapkan KPU Sleman Maju Pilkada 2020;13;0;Jateng-DIY
26 Positif Corona Pasca Tracing Klaster Pasar Cebongan Sleman;13;0;Jateng-DIY
Wagub DKI Klaim Kesembuhan Pasien Corona 78% Setelah Seminggu PSBB Diperketat;13;0;Jateng-DIY
Resmi Ditetapkan KPU, Anak Walkot Magelang Dipastikan Maju Pilkada 2020;17;0;Nasional
Pria Sragen Cabuli 3 Anak di Bawah Umur Modus Ancam Viralkan Foto Tak Senonoh;14;2;Jateng-DIY
Erick Tegaskan Direksi Pertamina Tak Lobi Menteri;13;0;Jateng-DIY
Jokowi Minta Pembagian Jatah Garapan Lumbung Pangan Diperjelas;11;0;Nasional
KAI Diskon Harga Tiket Kereta di 20 Rute;14;0;Ekonomi
Polo Srimulat Kini Bisa Kembali Bekerja Setelah Sembuh dari Sakit Paru-paru;8;0;Entertaintment
Film Animasi 3D Candy Monster Karya UMN Tembus Festival Internasional;36;2;Entertaintment
FKY 2020 Akan Digelar Daring dan Terbatas Awal Pekan Ini;15;2;Jateng-DIY
Respons IDI Terkait Jumlah Nakes Gugur di Indonesia Masuk 10 Besar di Dunia;11;0;Nasional
Rekor, Hari Ini Kasus Corona Tambah 4.465, Total 257.388 Positif;15;0;Nasional
Jika RUU HIP Jadi UU Gatot Nurmantyo Yakini Peristiwa Tahun ?65 Akan Berulang;18;0;Nasional
Politikus PDIP Tepis Tudingan Gatot Soal Wanti-wanti Diganti karena Film G30S/PKI;17;0;Nasional
Viral Rumah Tua di Tengah Kebun Jati Gunungkidul Dulunya Rumah Bupati;71;32;Jateng-DIY
Resmi Ditetapkan KPU, 2 Paslon Maju Pilkada Demak;17;2;Jateng-DIY
Tiga Paslon Pilkada Kendal Ditetapkan KPU, Ini Daftarnya;16;0;Jateng-DIY
Hamili Adik Ipar, Dukun Ini Bunuh Bayinya Sendiri yang Baru Dilahirkan;741;199;Jateng-DIY
Sumur yang Bikin Heboh karena Keluarkan Bensin di Brebes Sudah Dikuras;13;0;Jateng-DIY
Sumur yang Bikin Heboh karena Keluarkan Bensin di Brebes Sudah Dikuras;15;0;Jateng-DIY
Karyawan Kesehatan di Sleman Kena Corona Sudah 200 Lebih;11;0;Jateng-DIY
Suhu di Yogya Terasa Sumuk, Ini Penjelasan BMKG;15;3;Jateng-DIY
Viral Rumah Tua di Tengah Kebun Jati Gunungkidul Dulunya Rumah Bupati;73;2;Jateng-DIY
